id,about_image_url,about_bio,updated_at
cf31f303-1847-4068-a271-8f983b1bcca1,https://bklbtfgmqzzvcpoihgvb.supabase.co/storage/v1/object/public/course-thumbnails/1777558161732-m1kone.jpg,"Abhishek Goswami is an acoustic guitar player from Jaipur who plays chord-melody style arrangements of popular tunes and jazz standards, in the style of Tommy Emmanuel, Chet Atkins, Merle Travis, Joe Pass, and many more guitar greats. He has been playing guitar for 15 years, and his Instagram covers are filled with virtuosic playing and also soulful ballads. His cover of ""How Deep Is Your Love,"" a famous tune by the Bee Gees, was liked by John Knowles, a legend of the finger-style guitar world. His debut album, ""Room for No One,"" was released in 2021.",2026-04-30 14:09:22.299414+00
